股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,原因
GSUN,US,Golden Sun Technology Group Limited - Class A Ordinary Shares,Education & Training Services,科技,营收增长、自由现金流、研发投入效率,-,0.40,-181.6%,227.7%,-4456409.50,63.1%,16.5%,-16.49,未分红/不适用,48.6%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
GT,US,The Goodyear Tire & Rubber Company - Common Stock,Auto Parts,通用,ROE、现金流、资产负债率,-,0.54,-16.0%,26.3%,-269500000.00,81.3%,0.2%,0.70,未分红/不适用,-4.2%,4,6,80,Medium,中,排除,0,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
GTBP,US,"GT Biopharma, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.79,4.6%,548.7%,-,28.6%,-,-222.26,未分红/不适用,-,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
GTEC,US,Greenland Technologies Holding Corporation - Class A Ordinary Shares,Auto Parts,通用,ROE、现金流、资产负债率,1.74,0.13,-0.1%,23.1%,-,42.7%,-,109.45,未分红/不适用,-0.1%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
GTEN,US,"Gores Holdings X, Inc. - Class A ordinary shares",Shell Companies,通用,ROE、现金流、资产负债率,345.17,-14.92,0.1%,0.2%,-,8.8%,-,-,未分红/不适用,-,2,3,40,Low,低,数据不足,0,10年净利润波动较大；长期ROE低于5%；数据年数不足，无法进行可靠筛选
GTIM,US,Good Times Restaurants Inc. - Common Stock,Restaurants,通用,ROE、现金流、资产负债率,7.24,0.39,8.0%,18.6%,1594500.00,59.7%,6.8%,2.40,未分红/不适用,0.8%,4,6,80,Medium,低,排除,15,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；利息覆盖倍数偏低；数据质量为Medium，筛选结果置信度中等
GTLB,US,GitLab Inc. - Class A Common Stock,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,-,4.02,-26.2%,34.5%,26064250.00,39.8%,1.0%,-,未分红/不适用,31.1%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
GTM,US,ZoomInfo Technologies Inc. - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,9.89,0.79,4.4%,2.9%,371600000.00,76.6%,26.3%,5.56,未分红/不适用,4.4%,4,6,80,Medium,中,排除,15,长期ROE低于5%；资产负债率偏高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
GTX,US,Garrett Motion Inc. - Common Stock,Auto Parts,通用,ROE、现金流、资产负债率,18.21,-7.40,-113.1%,148.8%,331000000.00,133.9%,8.2%,4.53,未分红/不适用,-0.2%,4,6,80,Medium,低,排除,5,10年ROE波动较大；长期ROE低于5%；资产负债率过高；数据质量为Medium，筛选结果置信度中等
GURE,US,"Gulf Resources, Inc. - Common Stock",Chemicals,周期,利润波动、ROE波动、资本开支周期,-,0.05,-16.9%,22.0%,-17681661.00,15.2%,-,-622.36,未分红/不适用,-48.2%,4,0,80,Medium,低,排除,0,周期行业ROE波动显著；周期行业利润弹性过大；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；利息覆盖倍数过低；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
GUTS,US,"Fractyl Health, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,13.53,-422.5%,722.6%,-61913000.00,92.2%,-,-,未分红/不适用,-,4,6,80,Medium,中,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
GV,US,Visionary Holdings Inc. - Common Shares,Education & Training Services,通用,ROE、现金流、资产负债率,-,0.28,-82.7%,151.9%,-33890086.00,91.8%,1.4%,-2.16,未分红/不适用,-1.3%,4,1,80,Medium,中,排除,0,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
GVH,US,Globavend Holdings Limited - Ord Shares,Integrated Freight & Logistics,通用,ROE、现金流、资产负债率,3.07,0.75,84.3%,93.8%,688425.00,10.5%,-,888.57,未分红/不适用,-0.6%,4,6,80,Medium,低,警惕,85,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等
GWAV,US,"Greenwave Technology Solutions, Inc. - Common Stock",Waste Management,科技,营收增长、自由现金流、研发投入效率,0.02,0.08,79.6%,363.7%,-12005518.50,41.4%,-,-3.46,未分红/不适用,60.2%,4,0,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
GWRS,US,"Global Water Resources, Inc. - common stock",Utilities - Regulated Water,通用,ROE、现金流、资产负债率,85.00,2.32,11.1%,5.5%,-16314750.00,82.1%,1.3%,1.67,未分红/不适用,7.6%,4,6,80,Medium,中,警惕,40,近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
GXAI,US,Gaxos.ai Inc. - Common Stock,Electronic Gaming & Multimedia,科技,营收增长、自由现金流、研发投入效率,-,0.66,-93.2%,87.2%,-3068309.50,5.1%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
GYRE,US,"Gyre Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,6.09,154.1%,288.8%,3825750.00,14.4%,-,-,未分红/不适用,4.5%,4,6,80,Medium,低,警惕,70,10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
GYRO,US,"Gyrodyne , LLC - Common Stock",Real Estate Services,地产,净负债率、现金短债比、资产负债率,46.25,0.21,-,-,-,46.0%,-,-,未分红/不适用,-,0,16,0,Insufficient,未知,数据不足,0,地产需补充净负债率/现金短债比专项数据；数据年数不足，无法进行可靠筛选
HAFC,US,Hanmi Financial Corporation - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,10.85,1.07,11.3%,3.3%,126463750.00,89.9%,0.1%,-,未分红/不适用,-0.2%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HAIN,US,"The Hain Celestial Group, Inc. - Common Stock",Packaged Foods,消费,ROE、毛利率稳定性、分红稳定性,-,0.21,-31.0%,54.4%,39735250.00,70.4%,31.2%,-9.02,未分红/不适用,-6.2%,4,6,80,Medium,中,排除,0,消费公司长期ROE不够突出；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；商誉占比偏高；利息覆盖倍数过低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HALO,US,"Halozyme Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,23.63,36.34,306.6%,250.0%,358440500.00,98.1%,23.0%,26.76,未分红/不适用,28.4%,4,6,80,Medium,中,排除,15,10年ROE波动较大；资产负债率过高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HAO,US,Haoxi Health Technology Limited - Class A Ord Share,Advertising Agencies,科技,营收增长、自由现金流、研发投入效率,0.01,0.09,124.4%,213.4%,60249.75,-,-,-,未分红/不适用,55.7%,4,6,80,Medium,未知,排除,30,PB低但近5年经营现金流多次为负；10年ROE波动较大；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
HAS,US,"Hasbro, Inc. - Common Stock",Leisure,通用,ROE、现金流、资产负债率,-,24.81,-39.9%,77.6%,514950000.00,89.8%,22.6%,0.38,未分红/不适用,-7.1%,4,6,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；商誉占比偏高；利息覆盖倍数过低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HBAN,US,Huntington Bancshares Incorporated - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,11.74,1.04,10.4%,1.5%,2559500000.00,89.2%,2.7%,-,未分红/不适用,3.9%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HBCP,US,"Home Bancorp, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,10.52,1.10,10.3%,0.8%,44210750.00,87.5%,2.3%,-,未分红/不适用,4.1%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HBIO,US,"Harvard Bioscience, Inc. - Common Stock",Medical Instruments & Supplies,通用,ROE、现金流、资产负债率,-,1.75,-112.6%,200.3%,3580500.00,82.8%,11.9%,-10.67,未分红/不适用,-8.6%,4,6,80,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；利息覆盖倍数过低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HBNB,US,Hotel101 Global Holdings Corp. - Class A Ordinary Shares,Real Estate Services,地产,净负债率、现金短债比、资产负债率,-,78.72,-228.8%,217.0%,-28439279.33,88.8%,-,-1.65,未分红/不适用,22965.6%,3,3,60,Medium,中,排除,0,地产需补充净负债率/现金短债比专项数据；地产资产负债率偏高；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HBNC,US,"Horizon Bancorp, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,-,1.29,0.1%,15.3%,61167750.00,89.3%,2.4%,-,未分红/不适用,-,4,6,80,Medium,中,排除,0,银行需补充不良率/拨备/资本充足率专项数据；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HBT,US,"HBT Financial, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,12.48,1.39,13.6%,1.1%,73230750.00,87.9%,1.2%,-,未分红/不适用,9.5%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HCAI,US,"Huachen AI Parking Management Technology Holding Co., Ltd. - Class A Ordinary Shares",Farm & Heavy Construction Machinery,科技,营收增长、自由现金流、研发投入效率,-,0.29,11.0%,14.4%,-833739.75,39.3%,-,4.00,未分红/不适用,69.2%,4,0,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
HCAT,US,"Health Catalyst, Inc - Common stock",Health Information Services,通用,ROE、现金流、资产负债率,-,0.63,-39.0%,23.1%,-30684000.00,51.1%,41.6%,-6.31,未分红/不适用,4.0%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；商誉占比过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
HCHL,US,Happy City Holdings Limited - Class A Ordinary shares,Restaurants,通用,ROE、现金流、资产负债率,-,27.30,61.1%,165.1%,-789350.00,72.5%,-,-9.74,未分红/不适用,0.3%,3,0,60,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HCIC,US,Hennessy Capital Investment Corp. VIII - Class A Ordinary Shares,Shell Companies,通用,ROE、现金流、资产负债率,-,-4940.00,-,-,-,105.7%,-,-,未分红/不适用,-,0,3,0,Insufficient,低,数据不足,0,资产负债率过高；数据年数不足，无法进行可靠筛选
HCKT,US,"The Hackett Group, Inc. - Common Stock",Information Technology Services,科技,营收增长、自由现金流、研发投入效率,18.35,3.64,38.1%,22.6%,40908750.00,67.0%,43.9%,13.71,未分红/不适用,1.3%,4,6,80,Medium,中,排除,30,10年ROE波动较大；商誉占比过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HCSG,US,"Healthcare Services Group, Inc. - Common Stock",Medical Care Facilities,通用,ROE、现金流、资产负债率,22.69,2.87,9.0%,1.7%,47082750.00,35.8%,10.0%,43.95,未分红/不适用,2.8%,4,6,80,Medium,低,通过,85,数据质量为Medium，筛选结果置信度中等
HCTI,US,"Healthcare Triangle, Inc. - Common Stock",Health Information Services,通用,ROE、现金流、资产负债率,-,0.13,102.1%,377.4%,-8892333.33,56.3%,13.0%,-15.71,未分红/不适用,-32.9%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；利息覆盖倍数过低；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
HCWB,US,HCW Biologics Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.42,-17.5%,323.7%,-21289001.33,88.7%,-,-5.37,未分红/不适用,-79.9%,4,6,80,Medium,中,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；近5年营收明显下滑；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
HDSN,US,"Hudson Technologies, Inc. - Common Stock",Specialty Chemicals,周期,利润波动、ROE波动、资本开支周期,15.14,0.83,24.7%,24.1%,48105000.00,23.6%,20.5%,-,未分红/不适用,-8.8%,4,6,80,Medium,低,警惕,25,周期行业ROE波动显著；10年ROE波动较大；10年净利润波动较大；商誉占比偏高；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
HELE,US,Helen of Troy Limited - Common Stock,Household & Personal Products,消费,ROE、毛利率稳定性、分红稳定性,-,0.66,-21.3%,60.9%,129463000.00,62.3%,22.3%,-13.53,未分红/不适用,-4.8%,4,6,80,Medium,低,排除,0,消费公司长期ROE不够突出；PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
